numero;data;origem_arquivo
254/2020;2020-12-08;contrato_f2a79713-b2b4-41b2-82e3-5a6df4f34e69.csv
14-11/2016;2020-08-20;contrato_f3292b70-152c-493d-8d88-a24741ec6d3b.csv
3-11/2019;2019-12-30;contrato_f354503a-8892-4597-b504-cce5b7a1d94d.csv
3-148/2018;2020-06-15;contrato_f3815e20-75c3-4acb-8a2e-02d325f48cfe.csv
72/2019;2019-03-25;contrato_f5f9f2e2-dee6-449d-97c8-093a30d7bdc5.csv
1-256/2018;2019-10-10;contrato_f6bb682d-165a-4af3-be82-0b80f2e4b559.csv
6/2020;2020-01-16;contrato_f6c67703-c4b9-44e8-822c-1f0691d2a33c.csv
53/2019;2019-07-23;contrato_f6de4100-2283-448e-8bf6-55c31c4aed73.csv
1-3/2019;2020-01-02;contrato_f6e00262-5f32-4147-a284-3a300abbe054.csv
14-35/2012;2019-03-29;contrato_f6f8c4f6-1495-4f93-9926-1cc8f9f0fa40.csv
155/2020;2020-07-01;contrato_f7245b50-3551-45db-ad84-da66036bb3cd.csv
176/2020;2020-08-25;contrato_f8f5c76a-d542-4432-abf8-cf237dee4134.csv
3-291/2019;2020-11-30;contrato_f9b4dbaa-2e16-485d-821a-a00a8e964c61.csv
238/2020;2020-11-18;contrato_f9cb9e14-812c-45b9-b3ea-f4ff10ba1387.csv
26/2019;2019-05-08;contrato_fa89422a-a563-49c0-91c8-df03b26f4ca0.csv
1-314/2019;2020-06-02;contrato_fa9ce4f2-8334-40e9-8e0a-2d48932e2fe8.csv
29;2015-03-25;contrato_fcc91969-0967-4d59-8e8b-ecf432e21435.csv
150/2020;2020-06-25;contrato_fe72ad08-f727-470f-96e0-06ff650c6566.csv
3-241/2019;2020-11-30;contrato_fe7592a0-79f0-4958-81c1-04aea59ea101.csv
2-57/2019;2020-02-14;contrato_fe7d1c69-4d31-4ccc-be11-61fec2340680.csv
99/2019;2019-12-12;contrato_ff17e13b-5468-4dd3-b1ef-6275fb5ca9a7.csv
2-55/2018;2019-03-27;contrato_ffed5d4f-57a6-4790-a43a-9022c7068a96.csv
