ano;data;dataVencimento;itens;numero;ocorrencias;origem_arquivo
2019;2019-11-27;2020-11-27;itens_0596af5d-bb72-44eb-94b6-b58d3fc0107f.csv;143; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_e058380f-e54e-4a8a-b9c5-74697b894293.csv;158; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_09be21d0-7d55-474f-9120-6435a351476e.csv;149; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_88e7514a-d125-4f26-aefd-b624a9113a63.csv;152; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_ccc86cd9-ed74-49a5-a9a3-8eefacfec466.csv;146; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_cc3c98f3-ca58-4b9d-821e-b8f72e225745.csv;155; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_e45c7452-4c79-4ba7-ad92-7f7aac26da00.csv;142; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_61a96d95-ef96-4b5e-8fa7-417c2353481d.csv;131; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_e4854118-b51f-410f-869a-d7c0040f8a99.csv;150; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-11-27;2020-11-27;itens_4ced011e-bfba-4c8f-99bb-0d840191c97f.csv;151; ;atasRegistroPrecos_ef045e1e-7420-49da-9713-83981f22a1a9.csv
2019;2019-07-19;2020-07-19;itens_9c11ab58-9202-469c-b852-4e8013f585ce.csv;65; ;atasRegistroPrecos_f157483e-1cd1-4ac1-8744-aa1965402c0b.csv
2019;2019-07-19;2020-07-19;itens_45869bc1-259d-4a66-aae0-ef389761034c.csv;66; ;atasRegistroPrecos_f157483e-1cd1-4ac1-8744-aa1965402c0b.csv
2019;2019-07-19;2020-07-19;itens_9b9d8c39-b886-44ac-95ac-9f9205f19380.csv;67; ;atasRegistroPrecos_f157483e-1cd1-4ac1-8744-aa1965402c0b.csv
2019;2019-07-19;2020-07-19;itens_386657f4-e6b2-4fe9-87d1-24f5eae01ddd.csv;16; ;atasRegistroPrecos_f157483e-1cd1-4ac1-8744-aa1965402c0b.csv
