cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
18.021.997/0001-21;10372818;ROLAMENTO GARFO;7;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;70.4;70.4;35.2;35.2;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10103359;CORREIA;8;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;6.0;UND;495.0;495.0;82.5;82.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376177;Rolamentos eixo;9;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;70.4;70.4;35.2;35.2;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376178;Termostato TIC17 RGTI;10;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;202.4;202.4;202.4;202.4;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10100685;VELA;11;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;47.85;47.85;47.85;47.85;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372781;ESPALHADOR;12;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;23.06;23.06;23.06;23.06;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10100179;CHAVE DE IGNICAO;13;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;8.8;8.8;8.8;8.8;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;51102062;RESISTENCIA;14;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;113.3;113.3;56.65;56.65;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;230201113;TERMOSTATO;15;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;189.2;189.2;94.6;94.6;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376185;motor compressor 3 1/2;16;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;2750.0;2750.0;2750.0;2750.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372792;TERMOPAR;17;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;456.5;456.5;456.5;456.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10100142;RELE;18;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;91.3;91.3;91.3;91.3;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;230201067;CAPACITADOR;19;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;57.2;57.2;57.2;57.2;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;230201113;TERMOSTATO;20;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;343.3;343.3;343.3;343.3;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10114227;GRADE;21;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;85.8;85.8;85.8;85.8;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;80300698;Bandeja;22;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;114.4;114.4;114.4;114.4;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10103371;TRAVA DA PORTA;23;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;74.8;74.8;74.8;74.8;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376186;cortina tÃ©rmica;24;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;15.0;M2;1980.0;1980.0;132.0;132.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10306059;MOTOR VENTILADOR;25;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;187.0;187.0;187.0;187.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372795;RODIZIOS;26;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;15.0;UND;742.5;742.5;49.5;49.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376171;BotÃ£o de emergÃªncia;27;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;110.0;110.0;55.0;55.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376188;BotÃ£o On/Off;28;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;48.79;48.79;48.79;48.79;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376175;Contactor;29;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;215.6;215.6;107.8;107.8;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376189;Rele tempo;30;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;71.5;71.5;71.5;71.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376190;Rele FF;31;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;77.0;77.0;77.0;77.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376191;Correias;32;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;4.0;UND;330.0;330.0;82.5;82.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10100204;VENTUINHA;33;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;83.6;83.6;41.8;41.8;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372800;MOTOR ELÃTRICO 2 CV TRIFÃSICO;34;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;396.0;396.0;198.0;198.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376173;Chave on/off;35;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;49.06;49.06;24.53;24.53;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10100204;VENTUINHA;36;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;4.0;UND;660.64;660.64;165.16;165.16;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372800;MOTOR ELÃTRICO 2 CV TRIFÃSICO;37;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;4.0;UND;2640.0;2640.0;660.0;660.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376173;Chave on/off;38;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;4.0;UND;734.48;734.48;183.62;183.62;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372803;ALAVANCA EXTRATORA;39;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;330.0;330.0;330.0;330.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10105167;FACA;40;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;1045.0;1045.0;1045.0;1045.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10101548;MOLA;41;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;165.0;165.0;165.0;165.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372804;MOLA MESTRE;42;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;275.0;275.0;275.0;275.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10366040;bico injetor.;43;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;420.0;PÃA;2310.0;2310.0;5.5;5.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376195;Queimador;44;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;300.0;UND;51528.0;51528.0;171.76;171.76;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372805;REGISTRO TORNEIRA;45;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;420.0;UND;11781.0;11781.0;28.05;28.05;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372806;REGULADOR 7 KG;46;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;70.0;UND;3041.5;3041.5;43.45;43.45;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10106907;ABRAÃADEIRA;47;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;140.0;UND;231.0;231.0;1.65;1.65;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372807;NIPEL 1X1/2;48;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;420.0;UND;3511.2;3511.2;8.36;8.36;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372809;LUVA DE REDUCAO;49;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;70.0;UND;585.2;585.2;8.36;8.36;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376196;Controlador;50;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;3.0;UND;1353.0;1353.0;451.0;451.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;230203075;BORRACHA PORTA;51;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;3.0;UND;402.6;402.6;134.2;134.2;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;230201433;VENTILADOR;52;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;3.0;UND;876.15;876.15;292.05;292.05;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376197;Vaporizadora;53;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;3.0;UND;94.05;94.05;31.35;31.35;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376173;Chave on/off;54;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;3.0;UND;117.36;117.36;39.12;39.12;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10107955;LAMPADA;55;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;6.0;UND;117.12;117.12;19.52;19.52;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376198;ResistÃªncia 18 Kw;56;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;3.0;UND;1968.24;1968.24;656.08;656.08;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;230201113;TERMOSTATO;57;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;220.0;220.0;110.0;110.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;230201067;CAPACITADOR;58;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;40.7;40.7;40.7;40.7;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10303429;KIT SENSOR;59;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;54.67;54.67;54.67;54.67;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376200;Motor (compressor) 1/3+;60;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;649.0;649.0;649.0;649.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10100229;BORRACHA;61;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;99.0;99.0;99.0;99.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;51102926;MICRO MOTOR;62;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;71.5;71.5;71.5;71.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372813;MODULO;63;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;104.72;104.72;104.72;104.72;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;230201113;TERMOSTATO;64;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;220.0;220.0;110.0;110.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;230201067;CAPACITADOR;65;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;40.7;40.7;40.7;40.7;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10303429;KIT SENSOR;66;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;54.67;54.67;54.67;54.67;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376201;motor (compressor);67;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;750.0;750.0;750.0;750.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372812;BORRACHA PORTA DO FREEZER;68;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;90.0;90.0;90.0;90.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;51102926;MICRO MOTOR;69;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;71.5;71.5;71.5;71.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372813;MODULO;70;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;104.72;104.72;104.72;104.72;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;51101601;ROLAMENTO MOTOR;71;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;50.0;UND;1320.0;1320.0;26.4;26.4;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372815;ROLAMENTO CARCAÃA;72;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;50.0;UND;1320.0;1320.0;26.4;26.4;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372816;HÃLICES 4 PÃS;73;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;50.0;UND;1076.0;1076.0;21.52;21.52;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10100211;RETENTOR;74;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;50.0;UND;770.0;770.0;15.4;15.4;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376173;Chave on/off;75;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;50.0;UND;1925.0;1925.0;38.5;38.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372820;PANO DO ROLO;76;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;1355.2;1355.2;677.6;677.6;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;51102535;Rolamentos;77;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;18.0;UND;396.0;396.0;22.0;22.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10100154;MANCAL;78;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;101.42;101.42;101.42;101.42;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376203;Chave On/Off sistema NR12;79;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;625.9;625.9;625.9;625.9;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10100240;ROLAMENTO;80;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;25.3;25.3;25.3;25.3;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372822;NAVALHA;81;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;385.0;385.0;385.0;385.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10100217;EIXO;82;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;385.0;385.0;385.0;385.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372823;ROLAMENTO BLINDADO;83;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;28.6;28.6;28.6;28.6;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10100211;RETENTOR;84;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;41.8;41.8;20.9;20.9;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372824;7 LAMINAS;85;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;513.79;513.79;513.79;513.79;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;51100122;CHAVE LIGA- DESLIGA;86;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;27.5;27.5;27.5;27.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372825;CHAVE DE EMERGENCIA;87;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;89.1;89.1;89.1;89.1;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372826;PRENSADOR;88;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;218.9;218.9;218.9;218.9;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372827;PORCA FLANGE;89;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;8.25;8.25;8.25;8.25;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376205;Termostato Full Gage MT 512 RI;90;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;200.75;200.75;200.75;200.75;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376206;Motor compressor 1/2;91;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;814.0;814.0;814.0;814.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;51102062;RESISTENCIA;92;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;96.8;96.8;96.8;96.8;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10372830;FIM DE CURSO;93;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;82.5;82.5;82.5;82.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376207;Trafo;94;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;264.0;264.0;264.0;264.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;51102062;RESISTENCIA;95;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;2.0;UND;159.5;159.5;79.75;79.75;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;230201113;TERMOSTATO;96;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;105.16;105.16;105.16;105.16;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10379500;lampada piloto;97;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;7.92;7.92;7.92;7.92;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10106973;CABO;98;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;20.35;20.35;20.35;20.35;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10379501;pino tomada;99;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;9.35;9.35;9.35;9.35;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10376196;Controlador;100;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;597.19;597.19;597.19;597.19;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10379502;resistencia panela;101;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;215.82;215.82;215.82;215.82;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;230201113;TERMOSTATO;102;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;532.26;532.26;532.26;532.26;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10379503;resistencia aquecimento;103;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;152.9;152.9;152.9;152.9;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10106973;CABO;104;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;18.5;18.5;18.5;18.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10379501;pino tomada;105;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;1.0;UND;8.5;8.5;8.5;8.5;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
18.021.997/0001-21;10379504;serviÃ§o mÃ£o de obra preventiva e corretiva;106;DEATEC ASSISTENCIA TECNICA, PECAS E SERVICOS LTDA;100.0;HORA;14000.0;14000.0;140.0;140.0;itensVencedores_de5621d7-d4c8-4b7c-9903-cda3f404a2ae.csv
32.672.398/0001-07;0;;1;TFT INFORMATICA EIRELI;10.0;;276.3;150.0;27.63;15.0;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;2;TFT INFORMATICA EIRELI;10.0;;276.3;150.0;27.63;15.0;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;3;TFT INFORMATICA EIRELI;10.0;;276.3;150.0;27.63;15.0;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;4;TFT INFORMATICA EIRELI;10.0;;276.3;150.0;27.63;15.0;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;5;TFT INFORMATICA EIRELI;10.0;;735.7;645.0;73.57;64.5;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;6;TFT INFORMATICA EIRELI;10.0;;615.1;515.0;61.51;51.5;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;7;TFT INFORMATICA EIRELI;10.0;;1718.7;1245.0;171.87;124.5;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;8;TFT INFORMATICA EIRELI;10.0;;2029.2;1300.0;202.92;130.0;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;9;TFT INFORMATICA EIRELI;10.0;;1269.5;1035.0;126.95;103.5;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;10;TFT INFORMATICA EIRELI;10.0;;974.2;975.0;97.42;97.5;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;11;TFT INFORMATICA EIRELI;10.0;;538.3;440.0;53.83;44.0;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;12;TFT INFORMATICA EIRELI;10.0;;532.6;415.0;53.26;41.5;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;13;TFT INFORMATICA EIRELI;10.0;;1115.5;880.0;111.55;88.0;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;14;TFT INFORMATICA EIRELI;10.0;;1574.4;1475.0;157.44;147.5;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
32.672.398/0001-07;0;;15;TFT INFORMATICA EIRELI;15.0;;3111.15;2715.0;207.41;181.0;itensVencedores_deb594ca-c214-4494-8942-4026fdd1691d.csv
